# BUSCO version is: 5.5.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1166299at2	Complete	NODE_1_length_2027623_cov_44.190275	1018956	1019879	+	118.1	127	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Complete	NODE_2_length_557694_cov_53.071509	239756	240367	-	196.3	164	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1257362at2	Complete	NODE_1_length_2027623_cov_44.190275	985988	987004	+	244.9	234	https://v10-1.orthodb.org/?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	NODE_1_length_2027623_cov_44.190275	624038	624793	+	326.0	248	https://v10-1.orthodb.org/?query=1266295at2	Triosephosphate isomerase
1270636at2	Complete	NODE_2_length_557694_cov_53.071509	167952	168581	+	184.0	161	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1272633at2	Complete	NODE_1_length_2027623_cov_44.190275	263865	264824	+	139.3	166	https://v10-1.orthodb.org/?query=1272633at2	S-adenosyl-L-methionine-dependent methyltransferase
1346419at2	Fragmented	NODE_1_length_2027623_cov_44.190275	168904	169455	-	175.0	153	https://v10-1.orthodb.org/?query=1346419at2	Flavoprotein
1395197at2	Complete	NODE_1_length_2027623_cov_44.190275	1002702	1003970	+	120.7	156	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1398618at2	Complete	NODE_2_length_557694_cov_53.071509	174669	175205	+	146.9	162	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1419877at2	Duplicated	NODE_1_length_2027623_cov_44.190275	676124	677149	+	277.4	259	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1419877at2	Duplicated	NODE_1_length_2027623_cov_44.190275	451889	452908	+	267.4	259	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Complete	NODE_2_length_557694_cov_53.071509	173460	173999	+	229.2	141	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1470978at2	Complete	NODE_1_length_2027623_cov_44.190275	1878008	1878511	-	99.6	104	https://v10-1.orthodb.org/?query=1470978at2	Ribosomal protein L10
1490892at2	Complete	NODE_1_length_2027623_cov_44.190275	1934054	1934818	-	63.1	148	https://v10-1.orthodb.org/?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Complete	NODE_2_length_557694_cov_53.071509	178278	178925	+	134.5	128	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	NODE_1_length_2027623_cov_44.190275	815012	815533	+	41.8	107	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	NODE_4_length_140172_cov_37.161829	35659	36273	-	256.6	186	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	NODE_1_length_2027623_cov_44.190275	1019883	1020824	+	170.6	219	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Complete	NODE_2_length_557694_cov_53.071509	175743	176243	+	222.1	148	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	NODE_2_length_557694_cov_53.071509	163197	163667	+	201.5	133	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Complete	NODE_2_length_557694_cov_53.071509	176921	178216	+	324.7	310	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Complete	NODE_2_length_557694_cov_53.071509	168609	169232	+	135.7	112	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NODE_1_length_2027623_cov_44.190275	254562	255011	+	131.9	140	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	NODE_2_length_557694_cov_53.071509	97838	98551	-	75.4	95	https://v10-1.orthodb.org/?query=1590629at2	rRNA small subunit methyltransferase G
1592033at2	Complete	NODE_1_length_2027623_cov_44.190275	524214	525443	+	459.0	380	https://v10-1.orthodb.org/?query=1592033at2	GTPase HflX
1595498at2	Complete	NODE_1_length_2027623_cov_44.190275	1010462	1010935	+	42.5	41	https://v10-1.orthodb.org/?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Complete	NODE_1_length_2027623_cov_44.190275	997557	998339	+	269.4	187	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1661836at2	Complete	NODE_1_length_2027623_cov_44.190275	216168	216764	+	160.1	149	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Complete	NODE_2_length_557694_cov_53.071509	170738	171085	+	119.7	85	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Complete	NODE_1_length_2027623_cov_44.190275	1878921	1879610	-	222.8	162	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Complete	NODE_1_length_2027623_cov_44.190275	1000180	1000737	+	158.3	135	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Complete	NODE_4_length_140172_cov_37.161829	14525	15085	-	136.5	116	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	NODE_2_length_557694_cov_53.071509	174239	174637	+	192.9	130	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Complete	NODE_1_length_2027623_cov_44.190275	816420	816767	+	128.0	89	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	NODE_1_length_2027623_cov_44.190275	642034	642936	+	149.0	144	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Complete	NODE_1_length_2027623_cov_44.190275	1879714	1880136	-	132.3	104	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	NODE_2_length_557694_cov_53.071509	162700	163113	+	169.1	104	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Complete	NODE_2_length_557694_cov_53.071509	179894	180283	+	153.7	96	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1720952at2	Complete	NODE_1_length_2027623_cov_44.190275	637544	638008	+	202.7	142	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	NODE_1_length_2027623_cov_44.190275	715106	715918	+	46.8	74	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	NODE_2_length_557694_cov_53.071509	338092	338616	+	90.1	98	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Complete	NODE_2_length_557694_cov_53.071509	31918	32310	-	115.9	98	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Complete	NODE_2_length_557694_cov_53.071509	179501	179866	+	145.0	99	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	NODE_2_length_557694_cov_53.071509	114584	114883	+	56.4	69	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Complete	NODE_2_length_557694_cov_53.071509	171758	172192	+	154.2	105	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Complete	NODE_2_length_557694_cov_53.071509	172719	173087	+	136.9	103	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Complete	NODE_2_length_557694_cov_53.071509	32326	32769	-	161.8	111	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Complete	NODE_1_length_2027623_cov_44.190275	1877587	1877955	-	88.5	88	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	NODE_1_length_2027623_cov_44.190275	153065	153538	+	65.5	68	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Complete	NODE_1_length_2027623_cov_44.190275	1437783	1438343	-	91.4	95	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	NODE_1_length_2027623_cov_44.190275	713209	713670	+	73.8	72	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	NODE_2_length_557694_cov_53.071509	181329	181709	+	108.3	100	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	NODE_2_length_557694_cov_53.071509	61539	62507	+	32.9	99	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	NODE_1_length_2027623_cov_44.190275	1324903	1325829	-	167.3	175	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	NODE_1_length_2027623_cov_44.190275	1437295	1437786	-	117.2	108	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	NODE_2_length_557694_cov_53.071509	176481	176921	+	79.5	87	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	NODE_2_length_557694_cov_53.071509	210423	211109	+	72.0	101	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Complete	NODE_2_length_557694_cov_53.071509	170437	170715	+	138.5	73	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Complete	NODE_1_length_2027623_cov_44.190275	244742	245035	+	117.2	66	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Complete	NODE_1_length_2027623_cov_44.190275	1030785	1031348	+	57.1	78	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Complete	NODE_2_length_557694_cov_53.071509	338941	339300	+	120.9	92	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Complete	NODE_1_length_2027623_cov_44.190275	813388	813663	+	116.9	69	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	NODE_1_length_2027623_cov_44.190275	639899	640441	+	117.4	157	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	NODE_2_length_557694_cov_53.071509	115471	115707	+	86.2	53	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	NODE_1_length_2027623_cov_44.190275	244050	244358	+	127.0	99	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	NODE_2_length_557694_cov_53.071509	117829	118281	+	73.5	85	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	NODE_2_length_557694_cov_53.071509	175366	175722	+	153.2	102	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	NODE_1_length_2027623_cov_44.190275	1015102	1015449	+	118.7	109	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	NODE_2_length_557694_cov_53.071509	169232	169522	+	103.0	89	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	NODE_2_length_557694_cov_53.071509	268759	269028	+	103.5	65	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Fragmented	NODE_1_length_2027623_cov_44.190275	1713206	1713466	-	79.8	59	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	NODE_1_length_2027623_cov_44.190275	1430431	1430685	+	77.8	67	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	NODE_2_length_557694_cov_53.071509	167613	167921	+	147.1	87	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	NODE_2_length_557694_cov_53.071509	172395	172661	+	89.4	56	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	NODE_2_length_557694_cov_53.071509	173124	173432	+	61.3	50	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	NODE_2_length_557694_cov_53.071509	338688	338888	+	25.1	40	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	NODE_2_length_557694_cov_53.071509	172182	172370	+	60.9	36	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	NODE_2_length_557694_cov_53.071509	179116	179334	+	92.0	56	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	NODE_1_length_2027623_cov_44.190275	549432	549863	+	48.1	64	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
